Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_Other,VisitorType_Returning_Visitor,TotalDuration,BounceExitRatio,ProductBrowsingIntensity
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,3,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,2000.0
0,0.0,0,0.0,3,105.0,0.0,0.033333333,0.0,0.0,3,2,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,105.0,0.0,0.02857115646517652
0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.8,2,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,15.0,0.0,0.13332444503699753
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,5,156.0,0.0,0.04,0.0,0.0,1,1,9,3,0,0,0,1,0,0,0,0,0,0,0,0,1,156.0,0.0,0.03205107659566285
4,64.6,0,0.0,32,1135.444444,0.002857143,0.00952381,0.0,0.0,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1200.0444439999999,0.27149321395958304,0.028182771941264666
0,0.0,0,0.0,4,76.0,0.05,0.1,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,76.0,0.49504950495049505,0.05263088643570479
0,0.0,0,0.0,4,63.0,0.0,0.05,0.0,0.2,2,6,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,63.0,0.0,0.06349105569752861
1,6.0,1,0.0,45,1582.75,0.043478261,0.050821256,54.17976426,0.4,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1588.75,0.8390043846100526,0.028431509441472474
0,0.0,0,0.0,2,35.0,0.0,0.1,0.0,0.0,1,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1,35.0,0.0,0.05714122453644182
0,0.0,0,0.0,3,78.0,0.0,0.066666667,0.0,0.0,1,2,6,6,1,0,0,1,0,0,0,0,0,0,0,0,1,78.0,0.0,0.038461045371213184
0,0.0,0,0.0,8,209.5,0.0,0.025,0.0,0.0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,209.5,0.0,0.03818597524594155
0,0.0,0,0.0,10,183.6666667,0.04,0.08,0.0,0.0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,183.6666667,0.49382716049382713,0.0544461645300577
0,0.0,0,0.0,14,380.5,0.014285714,0.028571429,0.0,0.0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,380.5,0.48309177077644777,0.036793595811837554
0,0.0,0,0.0,52,2086.242857,0.015384615,0.020352564,0.0,0.0,2,2,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2086.242857,0.7205043384953675,0.024925178245833412
0,0.0,0,0.0,8,388.0,0.025,0.05625,0.0,0.0,3,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,388.0,0.4366812227074236,0.020618503560557836
2,18.0,0,0.0,5,298.0,0.0,0.028571429,0.0,0.8,2,2,8,4,0,0,0,1,0,0,0,0,0,0,0,0,1,316.0,0.0,0.016778467186351724
0,0.0,0,0.0,7,63.0,0.028571429,0.071428571,0.0,0.6,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,63.0,0.39447732580558575,0.11110934747067508
0,0.0,0,0.0,9,482.0,0.0,0.022222222,0.0,0.0,2,5,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,482.0,0.0,0.018672160431202425
1,9.0,0,0.0,46,4084.393939,0.0,0.001794872,0.0,0.0,2,2,8,4,0,0,0,1,0,0,0,0,0,0,0,0,1,4093.393939,0.0,0.011262378072396294
0,0.0,0,0.0,3,22.0,0.0,0.066666667,0.0,0.6,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,22.0,0.0,0.13635743829825916
0,0.0,0,0.0,15,310.1666667,0.0,0.006666667,0.0,0.0,1,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1,310.1666667,0.0,0.048360940260443984
0,0.0,0,0.0,2,34.0,0.0,0.05,0.0,0.4,3,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,34.0,0.0,0.058821799358842394
0,0.0,0,0.0,4,88.0,0.0,0.05,0.0,0.0,4,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,88.0,0.0,0.045454028931489414
0,0.0,0,0.0,22,622.25,0.003030303,0.006060606,0.0,0.2,2,5,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,622.25,0.4291845487483652,0.035355507664913355
0,0.0,0,0.0,14,222.4,0.017142857,0.057142857,0.0,0.0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,222.4,0.2948402931077157,0.06294935724209873
0,0.0,0,0.0,3,80.0,0.066666667,0.133333333,0.0,0.2,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,80.0,0.4962779193456028,0.0374995312558593
0,0.0,0,0.0,11,800.8333333,0.0,0.003636364,0.0,0.0,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,800.8333333,0.0,0.013735674836357568
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,3,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,12,265.1666667,0.011111111,0.026111111,0.0,0.2,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,265.1666667,0.4098360631550658,0.04525438621284214
0,0.0,0,0.0,2,29.0,0.0,0.1,0.0,1.0,2,4,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,29.0,0.0,0.06896313920209647
0,0.0,0,0.0,4,160.0,0.0,0.075,0.0,0.0,4,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,160.0,0.0,0.024999843750976556
0,0.0,0,0.0,4,135.6666667,0.05,0.025,0.0,0.4,3,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,135.6666667,1.923076923076923,0.029483812151388608
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,2,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
4,56.0,2,120.0,36,998.7416667,0.0,0.014736467,19.44707913,0.2,2,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1174.7416667,0.0,0.036045320982380336
0,0.0,0,0.0,4,104.0,0.0,0.05,0.0,0.4,2,6,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1,104.0,0.0,0.038461168642609206
2,16.0,0,0.0,16,381.6865079,0.011764706,0.046568627,0.0,0.6,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,397.6865079,0.24732069731590106,0.041919108351305835
0,0.0,0,0.0,6,169.0,0.0,0.016666667,0.0,0.4,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,169.0,0.0,0.03550274850444672
0,0.0,0,0.0,8,400.8,0.05,0.120833333,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,400.8,0.4103967179491018,0.01996003003984521
12,279.4166667,0,0.0,42,1553.583333,0.009,0.019666667,38.30849268,0.0,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1832.9999997,0.4354838639438086,0.027034258203992842
0,0.0,0,0.0,14,706.5,0.0,0.007142857,0.0,0.0,2,2,5,4,1,0,0,1,0,0,0,0,0,0,0,0,1,706.5,0.0,0.01981596629021049
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
3,87.83333333,0,0.0,27,798.3333333,0.0,0.012643678,22.9160357,0.8,2,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,886.16666663,0.0,0.033820416927820986
4,44.0,0,0.0,90,6951.972222,0.002150538,0.015013034,0.0,0.0,4,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,6995.972222,0.13429922149668827,0.012945964710449225
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,18,902.0,0.0,0.007407407,0.0,0.0,2,7,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,902.0,0.0,0.019955631978235057
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,20,197.3777778,0.025,0.0525,0.0,0.0,2,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,197.3777778,0.4672897196261683,0.10132801622809522
0,0.0,0,0.0,2,43.0,0.0,0.1,0.0,0.4,2,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,43.0,0.0,0.0465105462663659
0,0.0,0,0.0,8,426.6666667,0.0,0.0125,0.0,0.0,2,4,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,426.6666667,0.0,0.01874995605332566
0,0.0,0,0.0,3,135.0,0.0,0.066666667,0.0,0.0,2,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,135.0,0.0,0.02222205761438804
0,0.0,0,0.0,16,588.3333333,0.0,0.025,0.0,0.0,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,588.3333333,0.0,0.02719542119912518
10,1005.666667,0,0.0,36,2111.341667,0.004347826,0.014492754,11.43941195,0.0,2,6,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,3117.008334,0.28063609607433254,0.017050761376954635
0,0.0,0,0.0,2,76.0,0.0,0.05,0.0,0.6,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,76.0,0.0,0.026315443217852397
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,7,208.0,0.0,0.028571429,0.0,0.0,4,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,1,208.0,0.0,0.033653684357286745
0,0.0,0,0.0,4,270.0,0.0,0.016666667,0.0,0.8,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,270.0,0.0,0.014814759945333537
0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,39.5,0.0,0.151894888736994
0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,3,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,375.0,0.2808988836005555,0.031999914666894225
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,7,150.0,0.057142857,0.085714286,0.0,0.0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,150.0,0.6589785793773358,0.046666355557629616
0,0.0,0,0.0,3,138.0,0.0,0.066666667,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,138.0,0.0,0.021738972905993435
0,0.0,0,0.0,7,337.5,0.028571429,0.023809524,0.0,0.4,4,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,337.5,1.151631486359835,0.020740679286876187
0,0.0,0,0.0,19,620.0333333,0.0,0.007894737,0.0,0.0,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,620.0333333,0.0,0.030643464368943198
2,36.0,0,0.0,15,168.8461538,0.0,0.011764706,0.0,0.4,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,204.8461538,0.0,0.08883774267091021
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,2,52.0,0.0,0.1,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,52.0,0.0,0.03846079883079172
0,0.0,0,0.0,13,649.25,0.0,0.015384615,0.0,0.0,2,2,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,649.25,0.0,0.020023072740742796
0,0.0,0,0.0,27,925.3333333,0.003703704,0.025925926,0.0,0.6,4,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,925.3333333,0.13755159246890897,0.029178642819520678
0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,33.0,0.0,0.06060422411442078
0,0.0,0,0.0,6,1566.5,0.05,0.066666667,0.0,0.2,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1566.5,0.738916252517654,0.003830192256500315
0,0.0,0,0.0,4,105.0,0.0,0.025,0.0,0.6,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,105.0,0.0,0.03809487528690203
0,0.0,1,0.0,7,50.0,0.038095238,0.080952381,0.0,0.6,2,4,1,7,0,0,0,1,0,0,0,0,0,0,0,0,1,50.0,0.46484601832373845,0.1399972000559989
0,0.0,0,0.0,16,644.2,0.004166667,0.031666667,0.0,0.0,3,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,644.2,0.12755102931070375,0.02483696858589167
3,18.33333333,0,0.0,38,2635.177778,0.0,0.008947368,0.0,0.4,2,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2653.5111113300004,0.0,0.014420273993266043
4,61.0,0,0.0,19,607.0,0.0,0.026984127,17.53595893,1.0,1,1,7,4,1,1,0,1,0,0,0,0,0,0,0,0,1,668.0,0.0,0.03130143113438034
0,0.0,0,0.0,6,415.0,0.0,0.033333333,0.0,0.4,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,415.0,0.0,0.01445779648723738
2,31.0,1,16.0,36,2083.530952,0.0,0.01351025,0.0,0.8,2,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,2130.530952,0.0,0.017278352734376494
3,58.5,0,0.0,17,281.6666667,0.007058824,0.017647059,0.0,0.0,1,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,340.1666667,0.37854891755316483,0.06035481530120546
0,0.0,0,0.0,2,27.0,0.15,0.15,0.0,0.0,1,1,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,27.0,0.9933774834437086,0.07407133069145587
0,0.0,1,0.0,9,215.0,0.044444444,0.074074074,0.0,0.8,4,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,215.0,0.5920078881026224,0.0418602704173469
0,0.0,0,0.0,12,162.0,0.05,0.066666667,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,162.0,0.738916252517654,0.07407361682952573
0,0.0,0,0.0,2,114.0,0.05,0.066666667,0.0,0.8,3,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,114.0,0.738916252517654,0.017543705756967044
6,326.25,4,94.0,128,5062.213753,0.000854701,0.01791847,0.0,0.0,2,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,5482.463753,0.045178124869505835,0.025285375323941733
0,0.0,0,0.0,4,253.0,0.0,0.016666667,0.0,0.6,2,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,253.0,0.0,0.015810214188876723
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.4,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,4000.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,1,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
2,22.0,0,0.0,25,436.5,0.008,0.024,0.0,0.2,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,458.5,0.32,0.05727363740289255
0,0.0,1,93.0,30,1045.833333,0.012903226,0.035483871,0.0,0.2,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1138.833333,0.3536693241788954,0.028685231545176285
0,0.0,0,0.0,12,317.8333333,0.0,0.005555556,0.0,0.0,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,317.8333333,0.0,0.037755518340032025
0,0.0,0,0.0,21,1146.333333,0.0,0.012962963,0.0,0.8,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1146.333333,0.0,0.018319262884713756
0,0.0,0,0.0,11,577.0,0.018181818,0.027272727,0.0,0.2,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,577.0,0.6430868164927989,0.019064091743341866
0,0.0,0,0.0,8,95.0,0.0,0.075,0.0,0.0,4,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,95.0,0.0,0.08420963989852738
0,0.0,0,0.0,6,301.5,0.0,0.111111111,0.0,0.0,2,4,9,3,0,0,0,1,0,0,0,0,0,0,0,0,1,301.5,0.0,0.01990043150768986
0,0.0,0,0.0,6,243.0,0.0,0.033333333,0.0,0.0,2,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,243.0,0.0,0.024691256414582655
0,0.0,0,0.0,4,135.5,0.0,0.05,0.0,0.6,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,135.5,0.0,0.029520077342602636
0,0.0,2,75.0,14,442.3333333,0.0,0.034375,0.0,0.8,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,517.3333333,0.0,0.03165026756018263
0,0.0,0,0.0,3,41.0,0.0,0.066666667,0.0,0.0,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,41.0,0.0,0.07316894709885126
0,0.0,0,0.0,11,292.9,0.028,0.11952381,0.0,0.0,2,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,292.9,0.23231924048866362,0.03755535146687789
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,9,1238.333333,0.0,0.040740741,0.0,0.4,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1238.333333,0.0,0.007267827241934348
0,0.0,0,0.0,10,225.4666667,0.0,0.05,0.0,0.4,1,1,8,3,0,0,0,1,0,0,0,0,0,0,0,0,1,225.4666667,0.0,0.04435225744942701
4,462.0,0,0.0,51,1873.216667,0.0,0.00754717,0.0,0.6,2,2,9,3,0,0,0,1,0,0,0,0,0,0,0,0,1,2335.2166669999997,0.0,0.027225880311964837
0,0.0,0,0.0,3,13.0,0.133333333,0.166666667,0.0,0.0,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,13.0,0.7952286246615733,0.2307514806553342
0,0.0,0,0.0,2,222.0,0.0,0.1,0.0,0.0,2,6,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,222.0,0.0,0.009008968428070144
2,20.0,0,0.0,16,214.8333333,0.0,0.022222222,0.0,0.0,2,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,234.8333333,0.0,0.0744759915895622
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,6,2017.166667,0.0,0.011111111,0.0,0.8,2,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,2017.166667,0.0,0.002974467664814102
6,111.5,0,0.0,26,449.0277778,0.0,0.018518519,0.0,0.6,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,560.5277778,0.0,0.05790274763097823
0,0.0,0,0.0,6,158.1666667,0.0,0.033333333,0.0,0.0,3,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,158.1666667,0.0,0.03793442822533589
0,0.0,0,0.0,9,303.6666667,0.005555556,0.046296296,0.0,0.0,2,4,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,303.6666667,0.1174628135784671,0.02963766309994175
0,0.0,0,0.0,3,25.0,0.0,0.066666667,0.0,0.0,2,4,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,25.0,0.0,0.11999520019199232
0,0.0,0,0.0,2,42.0,0.05,0.15,0.0,0.4,2,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,42.0,0.33112582781456956,0.04761791385919383
4,103.625,0,0.0,14,1003.416667,0.0,0.018039216,0.0,0.2,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1107.041667,0.0,0.013952315631293346
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,7,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,0,0.0,9,272.5,0.0,0.011851852,0.0,0.2,1,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1,272.5,0.0,0.033027401734305566
3,19.0,0,0.0,8,344.0,0.0,0.007407407,0.0,0.0,2,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,363.0,0.0,0.023255746349574568
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.9950248756218906,1000.0
0,0.0,1,19.0,10,852.0,0.0,0.009090909,0.0,0.0,2,2,3,6,0,0,0,1,0,0,0,0,0,0,0,0,1,871.0,0.0,0.011737075425967811
0,0.0,0,0.0,3,780.0,0.066666667,0.066666667,0.0,0.4,2,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,780.0,0.9852216749496469,0.003846148915193699
0,0.0,0,0.0,3,1038.0,0.0,0.033333333,0.0,0.0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1038.0,0.0,0.0028901706260398593
0,0.0,0,0.0,4,573.0,0.0,0.05,0.0,0.0,2,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,573.0,0.0,0.006980790609440473
0,0.0,0,0.0,28,1231.233333,0.007142857,0.030357143,0.0,0.0,1,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1231.233333,0.22779042720824408,0.022741406123540905
0,0.0,0,0.0,11,316.6666667,0.0,0.027272727,0.0,0.8,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,316.6666667,0.0,0.03473673240666222
0,0.0,0,0.0,20,873.7365079,0.0075,0.028166667,0.0,0.0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,873.7365079,0.2571428542040817,0.022890169895612423
